ID,Job_Title,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_SalaryK,company_txt,Job_Location,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree,Avg_Salary
756,Scientist Manufacturing Pharma - Kentucky BioProcessing,3.1,"Reynolds American
3.1","Owensboro, KY","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,68000,139000,103.5,Reynolds American,KY,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,103500
757,Software Engineer (Data Scientist/Software Engineer) - SISW - MG,4.1,"Mentor Graphics
4.1","Fremont, CA","Wilsonville, OR",5001 - 10000,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",0,0,72000,142000,107,Mentor Graphics,CA,40,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,sr,M,107000
758,Data Engineer,3.7,"Maxar Technologies
3.7","Springfield, VA","Westminster, CO",5001 - 10000,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"Novartis, Baxter, Pfizer",0,0,74000,137000,105.5,Maxar Technologies,VA,11,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,M,105500
759,Data Engineer,2.8,"ICW Group
2.8","San Diego, CA","San Diego, CA",501 - 1000,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",0,0,57000,109000,83,ICW Group,CA,49,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,data engineer,sr,M,83000
761,Lead Big Data Engineer,4,"Glassdoor
4.0","San Francisco, CA","Mill Valley, CA",1001 - 5000,2007,Company - Private,Internet,Information Technology,$10+ billion (USD),"Indeed, LinkedIn",0,0,121000,203000,162,Glassdoor,CA,14,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,M,162000
763,Product Engineer â€“ Spatial Data Science and Statistical Analysis,3.5,"Esri
3.5","Redlands, CA","Redlands, CA",1001 - 5000,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,52000,85000,68.5,Esri,CA,52,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,sr,M,68500
766,Sr Software Engineer (Data Scientist),3.4,"Assurant
3.4","Westlake, OH","New York, NY",10000+,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,81000,140000,110.5,Assurant,OH,43,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,110500
767,Sr. Data Engineer (ETL Developer),3.7,"F&G
3.7","Des Moines, IA","Des Moines, IA",201 - 500,2010,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,83000,148000,115.5,F&G,IA,11,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,sr,M,115500
768,Associate Research Scientist I (Protein Expression and Production),3,"Exelixis
3.0","Alameda, CA","Alameda, CA",501 - 1000,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Genentech, Novartis, AstraZeneca",0,0,59000,116000,87.5,Exelixis,CA,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,87500
769,Senior Data Scientist Artificial Intelligence,3.8,"PNNL
3.8","Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,60000,101000,80.5,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,80500
773,Analytics - Business Assurance Data Analyst,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 - 1000,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,31000,55000,43,GreatAmerica Financial Services,IA,29,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,M,43000
776,"Associate Director/Director, Safety Scientist",4.4,"Acceleron Pharma
4.4","Cambridge, MA","Cambridge, MA",201 - 500,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,102000,178000,140,Acceleron Pharma,MA,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,director,sr,P,140000
777,"Director, Precision Medicine Clinical Biomarker Scientist",4,"Pfizer
4.0","Cambridge, MA","New York, NY",10000+,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,136000,208000,172,Pfizer,MA,172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,director,sr,P,172000
778,"Senior Scientist, Cell Pharmacology/Assay Development",3.9,Kronos Bio,"Cambridge, MA","San Mateo, CA",1001 - 5000,1913,Company - Private,Biotech & Pharmaceuticals,Information Technology,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,1,110000,130000,120,Kronos Bi,MA,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,120000
779,Data Analyst Senior,3,"AmeriHealth Caritas
3.0","Philadelphia, PA","Philadelphia, PA",5001 - 10000,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,48000,85000,66.5,AmeriHealth Caritas,PA,38,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,analyst,sr,M,66500
780,Senior Formulations Scientist II,3,"Exelixis
3.0","Alameda, CA","Alameda, CA",501 - 1000,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Genentech, Novartis, AstraZeneca",0,0,71000,129000,100,Exelixis,CA,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,100000
781,Lead Data Engineer (Python),4.7,"Strategic Employment Partners
4.7","San Francisco, CA","Los Angeles, CA",51 - 200,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),"Novartis, Baxter, Pfizer",0,0,66000,123000,94.5,Strategic Employment Partners,CA,15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,94500
782,Data Science Manager,4.2,"Grand Rounds
4.2","San Francisco, CA","San Francisco, CA",501 - 1000,2011,Company - Private,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,171000,272000,221.5,Grand Rounds,CA,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,221500
783,Senior Data Scientist 4 Artificial Intelligence,3.8,"PNNL
3.8","Seattle, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,92000,146000,119,PNNL,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,119000
784,Data Engineer,3.5,"SPINS, LLC
3.5","Chicago, IL","Chicago, IL",201 - 500,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",0,0,65000,126000,95.5,"SPINS, LLC",IL,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,95500
785,"Director II, Data Science - GRS Predictive Analytics",3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,150000,239000,194.5,Liberty Mutual Insurance,IL,109,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P,194500
786,Medical Lab Scientist - MLT,3.2,"Catholic Health Initiatives
3.2","Omaha, NE","Englewood, CO",10000+,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,21000,29000,51.5,Catholic Health Initiatives,NE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,25000
787,"Senior Operations Data Analyst, Call Center Operations",2.7,"FLEETCOR
2.7","Nashville, TN","Peachtree Corners, GA",5001 - 10000,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),"Novartis, Baxter, Pfizer",1,0,10000,17000,27.5,FLEETCOR,TN,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,M,13500
788,Senior Quantitative Analyst,3.3,"DTCC
3.3","Jersey City, NJ","New York, NY",1001 - 5000,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),"Novartis, Baxter, Pfizer",0,0,118000,228000,173,DTCC,NJ,48,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,173000
789,Geospatial Software Developer and Data Scientist,3.7,"Applied Research Laboratories
3.7","Austin, TX","Austin, TX",501 - 1000,2010,College / University,Colleges & Universities,Education,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,82000,129000,105.5,Applied Research Laboratories,TX,11,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,sr,M,105500
790,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,"Southwest Research Institute
3.9","San Antonio, TX","San Antonio, TX",1001 - 5000,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,52000,91000,71.5,Southwest Research Institute,TX,74,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,71500
791,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,47000,101000,74,Reynolds American,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,74000
794,Systems Engineer II - Data Analyst,3.7,"Raytheon
3.7","Huntsville, AL","Waltham, MA",10000+,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,49000,76000,62.5,Raytheon,AL,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,62500
795,Senior Research Analytical Scientist-Non-Targeted Analysis,4.3,"RTI International
4.3","Durham, NC","Research Triangle Park, NC",1001 - 5000,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,43000,88000,65.5,RTI International,NC,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,65500
797,Data Scientist,3.8,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA","Coraopolis, PA",10000+,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",0,0,61000,109000,85,DICK'S Sporting Goods - Corporate,PA,73,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,85000
799,Principal Data Scientist,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,113000,182000,147.5,AstraZeneca,MD,108,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P,147500
802,Director Data Science,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Company - Private,Advertising & Marketing,Business Services,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,124000,199000,161.5,TRANZACT,NJ,32,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,data scientist,sr,M,161500
803,Data Engineer,3.7,"Carilion Clinic
3.7","Roanoke, VA","Roanoke, VA",10000+,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),"Novartis, Baxter, Pfizer",0,0,58000,104000,81,Carilion Clinic,VA,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,81000
804,Sr Data Analyst - IT,2.1,"United BioSource
2.1","Blue Bell, PA","Blue Bell, PA",1001 - 5000,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,52000,93000,72.5,United BioSource,PA,18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,sr,M,72500
806,Senior Data Engineer,3.9,"Figure Eight
3.9","San Francisco, CA","San Francisco, CA",51 - 200,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Novartis, Baxter, Pfizer",0,0,97000,181000,139,Figure Eight,CA,13,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,139000
807,Senior Data Engineer,3.9,"Tapjoy
3.9","San Francisco, CA","San Francisco, CA",201 - 500,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,100000,173000,136.5,Tapjoy,CA,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,M,136500
808,Sr. Data Analyst,3.2,"DoubleVerify
3.2","New York, NY","New York, NY",201 - 500,2008,Company - Private,Internet,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,58000,108000,83,DoubleVerify,NY,13,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,83000
809,Research Scientist or Senior Research Scientist - Computer Vision,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,81000,161000,121,Mitsubishi Electric Research Labs,MA,30,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,other scientist,sr,P,121000
810,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 - 5000,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,53000,96000,74.5,Fareportal,NY,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,74500
811,Data Analyst Chemist - Quality System Contractor,2.2,"Rodan and Fields, LLC
2.2","San Francisco, CA","San Francisco, CA",501 - 1000,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,61000,110000,85.5,"Rodan and Fields, LLC",CA,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,85500
812,Senior Scientist - Biostatistician,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,65000,96000,80.5,Reynolds American,NC,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,80500
815,Research Scientist / Principal Research Scientist - Multiphysical Systems,4.6,"Mitsubishi Electric Research Labs
4.6","Cambridge, MA","Cambridge, MA",51 - 200,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,115000,220000,167.5,Mitsubishi Electric Research Labs,MA,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,167500
816,"Research Scientist, Machine Learning Department",2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,71000,144000,107.5,Software Engineering Institute,PA,37,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,machine learning engineer,sr,P,107500
817,Foundational Community Supports Data Analyst,3.4,"DESC
3.4","Seattle, WA","Seattle, WA",501 - 1000,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),"Novartis, Baxter, Pfizer",0,0,32000,57000,44.5,DESC,WA,42,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,44500
818,"Senior Health Data Analyst, Star Ratings",3.3,"Johns Hopkins Health Care
3.3","Glen Burnie, MD","Baltimore, MD",1001 - 5000,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",0,0,79000,136000,107.5,Johns Hopkins Health Care,MD,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,107500
819,"Principal Research Scientist/Team Lead, Medicinal Chemistry - Oncology",3.9,Kronos Bio,"Cambridge, MA","San Mateo, CA",1001 - 5000,1913,Company - Private,Biotech & Pharmaceuticals,Information Technology,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,1,120000,145000,132.5,Kronos Bi,MA,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,132500
820,Sr. Data Analyst,3.7,"Community Behavioral Health
3.7","Philadelphia, PA","Phila, PA",201 - 500,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"Novartis, Baxter, Pfizer",0,0,50000,89000,69.5,Community Behavioral Health,PA,27,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,analyst,sr,M,69500
821,"Senior Engineer, Data Management Engineering",3.5,"Western Digital
3.5","Milpitas, CA","San Jose, CA",10000+,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",0,0,68000,129000,98.5,Western Digital,CA,51,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,M,98500
822,Quality Control Scientist III- Analytical Development,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 - 500,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),"Novartis, Baxter, Pfizer",0,0,48000,113000,80.5,Advanced BioScience Laboratories,MD,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,80500
823,"Clinical Scientist, Clinical Development",3.8,"FORMA THERAPEUTICS
3.8","Watertown, MA","Watertown, MA",51 - 200,2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),"Novartis, Baxter, Pfizer",1,0,27000,47000,76.5,FORMA THERAPEUTICS,MA,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,37000
824,Software Engineer Staff Scientist: Human Language Technologies,3.7,"Raytheon
3.7","Cambridge, MD","Waltham, MA",10000+,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,74000,124000,99,Raytheon,MD,99,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,99000
825,"Manager, Safety Scientist, Medical Safety & Risk Management",3.8,"Agios Pharmaceuticals
3.8","Cambridge, MA","Cambridge, MA",501 - 1000,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",0,0,68000,125000,96.5,Agios Pharmaceuticals,MA,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data scientist project manager,sr,M,96500
826,"Assistant Director/Director, Office of Data Science",3.3,"Liberty Mutual Insurance
3.3","Boston, MA","Boston, MA",10000+,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,39000,67000,53,Liberty Mutual Insurance,MA,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,53000
827,Sr. Data Engineer | Big Data SaaS Pipeline,2.7,"Bridg
2.7","Los Angeles, CA","Los Angeles, CA",1001 - 5000,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,71000,135000,103,Bridg,CA,10,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,data engineer,sr,M,103000
828,Senior Risk Data Scientist,3.8,"Bill.com
3.8","Palo Alto, CA","Palo Alto, CA",501 - 1000,2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",0,0,107000,172000,139.5,Bill.com,CA,15,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,139500
829,Data Scientist in Artificial Intelligence Early Career,3.8,"Pacific Northwest National Laboratory
3.8","Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,49000,85000,67,Pacific Northwest National Laboratory,WA,56,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,data scientist,sr,M,67000
830,Consultant - Analytics Consulting,3,"Infosys
3.0","Hartford, CT","Bengaluru, India",10000+,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,0,54000,71000,62.5,Infosys,CT,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data analitics,sr,M,62500
831,Scientist - CVRM Metabolism - in vivo pharmacology,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,61000,123000,92,AstraZeneca,MD,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,92000
832,Data Analyst,3.6,"AXION Healthcare Solutions
3.6","New York, NY","New York, NY",1001 - 5000,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",0,0,47000,85000,66,AXION Healthcare Solutions,NY,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M,66000
836,Data Engineer,3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",501 - 1000,2013,Company - Private,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,65000,124000,94.5,Alignment Healthcare,CA,8,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,M,94500
837,Data Scientist,3.6,"TRANZACT
3.6","Fort Lee, NJ","Fort Lee, NJ",1001 - 5000,1989,Company - Private,Advertising & Marketing,Business Services,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,87000,141000,114,TRANZACT,NJ,32,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,data scientist,sr,M,114000
838,Data Scientist,4.2,"ExecOnline
4.2","New York, NY","New York, NY",51 - 200,2012,Company - Private,Education Training Services,Education,$10+ billion (USD),"Harvard Business School, Coursera, edX",0,0,56000,95000,75.5,ExecOnline,NY,9,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,sr,M,75500
839,Data Scientist,3.5,"Charter Spectrum
3.5","Maryland Heights, MO","North Salt Lake, UT",1001 - 5000,2010,School / School District,K-12 Education,Education,$5 to $10 million (USD),"Novartis, Baxter, Pfizer",0,0,71000,121000,96,Charter Spectrum,MO,11,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,P,96000
840,Machine Learning Engineer,4,"Mteq
4.0","Fort Belvoir, VA","Lorton, VA",501 - 1000,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",0,0,62000,112000,87,Mteq,VA,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,machine learning engineer,sr,M,87000
841,Data Scientist,3.7,"Brillient
3.7","Silver Spring, MD","Reston, VA",201 - 500,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),"Novartis, Baxter, Pfizer",0,0,64000,108000,86,Brillient,MD,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,86000
845,Senior Data Scientist,4.4,"Entefy
4.4","Palo Alto, CA","Palo Alto, CA",1001 - 5000,2012,Company - Private,Internet,Information Technology,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,89000,144000,116.5,Entefy,CA,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,116500
848,Senior Scientist (Neuroscience),3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 - 5000,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,109000,200000,154.5,Sunovion,MA,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,P,154500
851,Marketing Data Analyst,3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 - 5000,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),"Novartis, Baxter, Pfizer",0,0,35000,62000,48.5,San Manuel Casino,CA,35,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,analyst,sr,M,48500
852,Machine Learning Engineer - Regulatory,3.7,"Cboe Global Markets
3.7","Lenexa, KS","Chicago, IL",501 - 1000,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),"Novartis, Baxter, Pfizer",0,0,61000,113000,87,Cboe Global Markets,KS,48,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,machine learning engineer,sr,M,87000
853,Data Engineer,3.4,"Trace3
3.4","Houston, TX","Irvine, CA",501 - 1000,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv",0,0,55000,105000,80,Trace3,TX,19,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,sr,M,80000
854,Medical Laboratory Scientist,4,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 - 5000,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),"Novartis, Baxter, Pfizer",1,0,18000,25000,44.5,Texas Health Huguley Hospital,TX,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M,21500
855,Principal Data Scientist,3.7,"Northrop Grumman
3.7","San Jose, CA","Falls Church, VA",10000+,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,135000,211000,173,Northrop Grumman,CA,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M,173000
